,Unnamed: 0,SMILES,Measured Log Solubility,SMILES_with_H
17,17,CC(C)CCC(C)(C)C,-1.0563210444890552,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
18,18,CCCC(=O)C,1.295226499281777,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H]
19,19,CCCOC(=O)CC,0.9903962621262988,[H]C([H])([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])[H]
20,20,CCC(Br)(CC)C(=O)NC(N)=O,0.0904212762386961,[H]N([H])C(=O)N([H])C(=O)C(Br)(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
21,21,CCCCC(=O)OCC,0.2984800095352925,[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
22,22,CC(C)CCOC(=O)C,0.4581529909024478,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
23,23,CCCBr,0.5500859195683857,[H]C([H])([H])C([H])([H])C([H])([H])Br
24,24,COP(=S)(OC)SCC(=O)N(C)C=O,0.421863676955367,[H]C(=O)N(C(=O)C([H])([H])SP(=S)(OC([H])([H])[H])OC([H])([H])[H])C([H])([H])[H]
25,25,NC(=S)N,1.541993834121926,[H]N([H])C(=S)N([H])[H]
26,26,ClC(Cl)(Cl)C(Cl)(Cl)Cl,-0.3885976678627695,ClC(Cl)(Cl)C(Cl)(Cl)Cl
27,27,CCCN(=O)=O,1.0000734125121868,[H]C([H])([H])C([H])([H])C([H])([H])[N+](=O)[O-]
28,28,CCCOC(C)C,0.7387903520932055,[H]C([H])([H])C([H])([H])C([H])([H])OC([H])(C([H])([H])[H])C([H])([H])[H]
29,29,ClCCl,1.0823291907922366,[H]C([H])(Cl)Cl
30,30,COC=O,1.6677967891384726,[H]C(=O)OC([H])([H])[H]
31,31,CC(C)C,0.1533227537469696,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
32,32,CCCCC,-0.1515074834085087,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
33,33,CCCC(=C)C,-0.0789288555143471,[H]C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
34,34,CC(C)C(C)C(C)C,-0.9353566646654526,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
35,35,CCCCCCCCC=C,-1.2788955033644838,[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
36,36,CC(=O)OCC(COC(=O)C)OC(=O)C,1.096844916371069,[H]C([H])([H])C(=O)OC([H])([H])C([H])(OC(=O)C([H])([H])[H])C([H])([H])OC(=O)C([H])([H])[H]
37,37,CCCCCCCBr,-0.7563293825265209,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br
38,38,CCOC(=O)CC(=O)OCC,0.9903962621262988,[H]C([H])(C(=O)OC([H])([H])C([H])([H])[H])C(=O)OC([H])([H])C([H])([H])[H]
39,39,CC/C=C/C,0.1581613289399136,[H]/C(=C(/[H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
40,40,ClC=C(Cl)Cl,0.4387986901306714,[H]C(Cl)=C(Cl)Cl
41,41,CO,2.1468157332399382,[H]OC([H])([H])[H]
42,42,CCC(=O)C,1.638765337980808,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])[H]
43,43,CCCCCCO,0.7871761040226466,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
44,44,CCCCCCl,0.0662284002739757,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Cl
45,45,C=CC=C,0.4823458668671682,[H]C([H])=C([H])C([H])=C([H])[H]
46,46,CCCOC(=O)C,1.0387820140557396,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])[H]
47,47,NC(=O)CCl ,1.3774822775618267,[H]N([H])C(=O)C([H])([H])Cl
48,48,CCCCCC=O,0.7581446528649819,[H]C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
49,49,CC(C)=CCC/C(C)=C\CO,0.1968699304834664,[H]OC([H])([H])/C([H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H]
50,50,CCN(=O)=O,1.2807107737029446,[H]C([H])([H])C([H])([H])[N+](=O)[O-]
51,51,CCCC(C)(COC(N)=O)COC(N)=O ,0.5128288905827162,[H]N([H])C(=O)OC([H])([H])C(C([H])([H])[H])(C([H])([H])OC(=O)N([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
52,52,CI,0.903301908653305,[H]C([H])([H])I
53,53,CCCCC(=O)CCCC,0.1388070281681372,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
54,54,CCC(C)CC,-0.3934362430557137,[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
55,55,ClCC#N,1.3426445361726291,[H]C([H])(Cl)C#N
56,56,CCCCCCCCC(=O)OCC,-0.4514991453710427,[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
57,57,CCC(C)Cl,0.4387986901306714,[H]C([H])([H])C([H])([H])C([H])(Cl)C([H])([H])[H]
58,58,CCCCC#C,0.2452556824129075,[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
59,59,CCCCCCCC#C,-0.6643964538605833,[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
60,60,CC(C)OC(C)C,0.8549161567238639,[H]C([H])([H])C([H])(OC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
61,61,CNN,2.035528503802224,[H]N([H])N([H])C([H])([H])[H]
62,62,CC#C,1.1887778450370068,[H]C#CC([H])([H])[H]
63,63,CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,-0.2618269978076341,[H]C(C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H])=C(OP(=S)(OC([H])([H])[H])N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H]
64,64,C=CC=O,1.6629582139455283,[H]C(=O)C([H])=C([H])[H]
65,65,CCCCl,0.6758888745849323,[H]C([H])([H])C([H])([H])C([H])([H])Cl
66,66,CCOC(=O)C,1.3678051271759384,[H]C([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
67,67,CCCC(C)(C)C,-0.7224593561759126,[H]C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
68,68,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-0.4979494672233062,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
69,69,CC(=C)C=C,0.4049286637800628,[H]C([H])=C([H])C(=C([H])[H])C([H])([H])[H]
70,70,CC(C)=CCCC(O)(C)C=C,0.4242829645518391,[H]OC(C([H])=C([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H]
71,71,OCC(O)C(O)C(O)C(O)CO ,1.4161908791053794,[H]OC([H])([H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])([H])O[H]
72,72,CCCC(=O)CCC,0.7581446528649819,[H]C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H]
73,73,CC(=O)C(C)(C)C,1.0387820140557396,[H]C([H])([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
74,74,ClC(Cl)(Cl)C#N,0.338156326117434,N#CC(Cl)(Cl)Cl
75,75,CCCCCCCCC(=O)C,-0.2095703857238378,[H]C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
76,76,CSC,1.1694235442652303,[H]C([H])([H])SC([H])([H])[H]
77,77,CCOC(=O)N,1.7984383193479634,[H]N([H])C(=O)OC([H])([H])C([H])([H])[H]
78,78,CC(C)C(O)C(C)C,0.7968532544085347,[H]OC([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
79,79,CCCCBr,0.2404171072199633,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br
80,80,CC(C)CC(=O)C,1.0291048636698517,[H]C([H])([H])C(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
81,81,OCC(O)C(O)C(O)C(O)CO,1.9145641239786215,[H]OC([H])([H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])(O[H])C([H])([H])O[H]
82,82,CCS,1.096844916371069,[H]SC([H])([H])C([H])([H])[H]
83,83,ClCC(Cl)Cl,0.6710502993919881,[H]C([H])(Cl)C([H])(Cl)Cl
84,84,CCCCCCCCl,-0.5482706492299249,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Cl
85,85,ClC(Cl)C(Cl)Cl,0.5452473443754415,[H]C(Cl)(Cl)C([H])(Cl)Cl
86,86,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,1.6402169105386912,[H]C(=C(Cl)C(=O)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])OP(=O)(OC([H])([H])[H])OC([H])([H])[H]
87,87,CCCCCCCl,-0.1224760322508441,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Cl
88,88,CCCCCCCCCCCCCCCCCCCCCCCCCC,-2.6453091378518976,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
89,89,CC(Cl)Cl,0.7629832280579261,[H]C([H])([H])C([H])(Cl)Cl
90,90,ClC(Cl)(Cl)Cl,0.2694485583776279,ClC(Cl)(Cl)Cl
91,91,COC(C)(C)C,1.2710336233170565,[H]C([H])([H])OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
92,92,CCCCCCCCCCCCCCCCO,-1.9998432071131549,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
93,93,CCC(C)(C)CO,0.8839476078815285,[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
94,94,CCCOC(=O)CCC,0.5404087691824975,[H]C([H])([H])C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])[H]
95,95,CCCOC=O,1.150069243493454,[H]C(=O)OC([H])([H])C([H])([H])C([H])([H])[H]
96,96,CC(C)CC(C)C,-0.6740736042464713,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
97,97,CCCCCCCCCC(=O)OCC,-0.5966564011593657,[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
98,98,CCCOCC,1.067813465213404,[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H]
99,99,CC(C)O,1.5952181612443113,[H]OC([H])(C([H])([H])[H])C([H])([H])[H]
100,100,ClC(Br)Br,0.467830141288336,[H]C(Cl)(Br)Br
101,101,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-0.2434404120744466,[H]C([H])([H])OP(=S)(OC([H])([H])[H])SC([H])(C(=O)OC([H])([H])C([H])([H])[H])C([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
102,102,C/C=C/C=O,1.541993834121926,[H]C(=O)/C([H])=C(\[H])C([H])([H])[H]
103,103,CCCCCC(=O)OC,0.4823458668671682,[H]C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
104,104,CCC(=O)OC,1.319419375246497,[H]C([H])([H])OC(=O)C([H])([H])C([H])([H])[H]
105,105,CCCC(=O)OC,0.4581529909024478,[H]C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])[H]
106,106,CCCCCC(=O)OCC,0.2500942576058514,[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
107,107,CCCCCCC=C,-0.7611679577194654,[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
108,108,CCCC(O)CC,1.0000734125121868,[H]OC([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
109,109,CCCCCCCC(C)O,0.0613898250810315,[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
110,110,CCCC(=O)CC,0.9855576869333544,[H]C([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])[H]
111,111,ClCBr,0.95652623577569,[H]C([H])(Cl)Br
112,112,CCN(CC)C(=S)SSC(=S)N(CC)CC,-0.9643881158231176,[H]C([H])([H])C([H])([H])N(C(=S)SSC(=S)N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
113,113,CCCCCCCCO,0.230739956834075,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
114,114,CCSCC,0.7387903520932055,[H]C([H])([H])C([H])([H])SC([H])([H])C([H])([H])[H]
115,115,ClCCCl,0.8742704574956403,[H]C([H])(Cl)C([H])([H])Cl
116,116,CCC(C)(C)Cl,0.172677054518746,[H]C([H])([H])C([H])([H])C(Cl)(C([H])([H])[H])C([H])([H])[H]
117,117,ClCCBr,0.7484675024790938,[H]C([H])(Cl)C([H])([H])Br
118,118,CCCCCCCC=C,-1.0563210444890552,[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
119,119,CCC(C)(O)CC,1.212970721001727,[H]OC(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
120,120,CCCCC(C)O,0.95652623577569,[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
121,121,CCCCCO,1.096844916371069,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
122,122,ClCCC#N ,1.246840747352336,[H]C([H])(Cl)C([H])([H])C#N
123,123,CC(C)C(C)O,1.300065074474721,[H]OC([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
124,124,CCCCCCCCCC(=O)OC,-0.8821323375430679,[H]C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
125,125,CC(C)CBr,0.2113856560622986,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])Br
126,126,CCI,0.612987397076659,[H]C([H])([H])C([H])([H])I
127,127,CCCCCCBr,-0.4563377205639869,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])Br
128,128,CCCC(C)C,-0.4224676942133784,[H]C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
129,129,BrC(Br)Br,0.4629915660953919,[H]C(Br)(Br)Br
130,130,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,1.2807107737029446,[H]OC([H])(C(Cl)(Cl)Cl)P(=O)(OC([H])([H])[H])OC([H])([H])[H]
131,131,CC(C)Br,0.617825972269603,[H]C([H])([H])C([H])(Br)C([H])([H])[H]
132,132,CC(C)CC(C)(C)C,-0.9063252135077884,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
133,133,CCC,0.4484758405165596,[H]C([H])([H])C([H])([H])C([H])([H])[H]
134,134,CCOC=C,0.9758805365474664,[H]C([H])=C([H])OC([H])([H])C([H])([H])[H]
135,135,CCC#C,0.7871761040226466,[H]C#CC([H])([H])C([H])([H])[H]
136,136,CCCCC(C)(O)CC,0.612987397076659,[H]OC(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
137,137,CC#N,1.5129623829642616,[H]C([H])([H])C#N
138,138,ClCC(Cl)(Cl)Cl,0.3323500358859011,[H]C([H])(Cl)C(Cl)(Cl)Cl
139,139,CCCCO,1.3871594279477149,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
140,140,CC(C)CCO,1.1403920931075655,[H]OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
141,141,CC(=C)C,0.2597714079917397,[H]C([H])=C(C([H])([H])[H])C([H])([H])[H]
142,142,CC(=C)C(=C)C,0.225901381641131,[H]C([H])=C(C(=C([H])[H])C([H])([H])[H])C([H])([H])[H]
143,143,CCCI,0.2791257087635161,[H]C([H])([H])C([H])([H])C([H])([H])I
144,144,CCCO,1.687151089910249,[H]OC([H])([H])C([H])([H])C([H])([H])[H]
145,145,CCCC(C)O,1.246840747352336,[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
146,146,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-0.993419566980782,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
147,147,CCC(C)CCO,1.0436205892486838,[H]OC([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
148,148,CCCCI,-0.0450588291637385,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])I
149,149,CCCCCCCC(=O)OCC,-0.2531175624603348,[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
150,150,CCSSCC,0.2162242312552428,[H]C([H])([H])C([H])([H])SSC([H])([H])C([H])([H])[H]
151,151,CCOCCOCC,1.0145891380910192,[H]C([H])([H])C([H])([H])OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])[H]
152,152,CCCCCC=C,-0.4176291190204341,[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
153,153,CCCCN(CC)C(=O)SCCC,-0.3208576151615521,[H]C([H])([H])C([H])([H])N(C(=O)SC([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
154,154,CCCCOC=O,0.7242746265143732,[H]C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
155,155,BrC(Cl)Cl,0.6420188482343235,[H]C(Cl)(Cl)Br
156,156,CBr,1.004911987705131,[H]C([H])([H])Br
157,157,CC(C)C=C,0.0662284002739757,[H]C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])[H]
158,158,CC,0.7291132017073173,[H]C([H])([H])C([H])([H])[H]
159,159,CC(=O)N,2.1516543084328825,[H]N([H])C(=O)C([H])([H])[H]
160,160,CC(O)C(C)(C)C,1.0871677659851806,[H]OC([H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
161,161,CCCC(=O)OCC,0.7291132017073173,[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])[H]
162,162,CCCCCCCCCO,-0.0692517051284589,[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
163,163,BrCBr,0.8210461303732552,[H]C([H])(Br)Br
164,164,CCSC(=O)N(CC(C)C)CC(C)C,-0.3934362430557137,[H]C([H])([H])C([H])([H])SC(=O)N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
165,165,O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,0.3129957351141247,[H]C([H])(O[N+](=O)[O-])C([H])(O[N+](=O)[O-])C([H])([H])O[N+](=O)[O-]
166,166,CCCCCl,0.4049286637800628,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])Cl
167,167,CCNC(=S)NCC,0.6807274497778764,[H]N(C(=S)N([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
168,168,CCCCC(=O)OC,0.7387903520932055,[H]C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
169,169,CCCCCOC(=O)CC,0.7678218032508701,[H]C([H])([H])C([H])([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
170,170,CCBr,0.859754731916808,[H]C([H])([H])C([H])([H])Br
171,171,CCC#CCC,0.4242829645518391,[H]C([H])([H])C([H])([H])C#CC([H])([H])C([H])([H])[H]
172,172,CCC(=C)C,0.0662284002739757,[H]C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])[H]
173,173,CCOC(C)OCC,1.1791006946511184,[H]C([H])([H])C([H])([H])OC([H])(OC([H])([H])C([H])([H])[H])C([H])([H])[H]
174,174,CCCCOCCO,1.1839392698440627,[H]OC([H])([H])C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
175,175,ClCCCCl,0.6033102466907707,[H]C([H])(Cl)C([H])([H])C([H])([H])Cl
176,176,CC(C)C(C)C,-0.3789205174768813,[H]C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
177,177,CCC=C,0.4484758405165596,[H]C([H])=C([H])C([H])([H])C([H])([H])[H]
178,178,FC(F)(Cl)C(F)(Cl)Cl,-0.0837674307072913,FC(F)(Cl)C(F)(Cl)Cl
179,179,CCC#N,1.5226395333501497,[H]C([H])([H])C([H])([H])C#N
180,180,OCC(O)CO,1.929079849557454,[H]OC([H])([H])C([H])(O[H])C([H])([H])O[H]
181,181,CCCCOC,0.908140483846249,[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
182,182,CN(C)C(=O)C,1.9242412743645096,[H]C([H])([H])C(=O)N(C([H])([H])[H])C([H])([H])[H]
183,183,C=C,1.1936164202299508,[H]C([H])=C([H])[H]
184,184,CC(C)(C)CCO,1.1452306683005098,[H]OC([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
185,185,CC(C)SC(C)C,0.3033185847282365,[H]C([H])([H])C([H])(SC([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H]
186,186,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-1.2934112289433162,[H]C([H])(SP(=S)(OC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H])SP(=S)(OC([H])([H])C([H])([H])[H])OC([H])([H])C([H])([H])[H]
187,187,CCCC(C)(C)CO,0.6516959986202118,[H]OC([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H]
188,188,CCCOC,1.198454995422895,[H]C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H]
189,189,CC(C)OC(=O)C,1.1210377923357893,[H]C([H])([H])C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H]
190,190,ClC=C,0.5404087691824975,[H]C([H])=C([H])Cl
191,191,BrC(Br)(Br)Br,-0.1321531826367323,BrC(Br)(Br)Br
192,192,CCCCCCCCC,-1.4579227855034154,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
193,193,CCCCCC(C)C,-1.0708367700678876,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
194,194,CCC(O)C(C)C,1.048459164441628,[H]OC([H])(C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H]
