,Unnamed: 0,Drug_ID,Drug,Y
18,11393,22414120,N#CC(C(=O)NC1CCCCC1)=C1CCCCCC1,0
19,269183,57262258,CN1CCC(N(C)C(=O)c2cc(-c3ccccc3Cl)nc3ccccc23)CC1.Cl,1
20,95280,26725083,COc1c2c(cc3oc(=O)ccc13)OC(C)(C)C=C2,0
21,266377,4241621,CCN(CC)CCCNC(=O)c1sc2nc(-c3ccc(F)cc3)cn2c1C,1
22,220453,14721995,CCOc1ccc(Nc2nc(N)nc(CN(C)C3CCCCC3)n2)cc1,1
23,168685,24830159,Cc1nn(-c2cccc(Cl)c2)c2nc(-c3ccncc3)cc(C(=O)N3CCOCC3)c12,1
24,281355,49649318,CC(C(=O)NCCc1ccc(S(N)(=O)=O)cc1)N1C(=O)CC(C)(C)Sc2ccccc21,0
25,87155,17433359,COc1ccc(NC(=O)c2cccc(NC(=O)C(C)C)c2)c([N+](=O)[O-])c1,0
26,269472,17433972,COC(=O)c1sccc1NC(=O)COc1ccc(Cl)cc1Cl,0
27,25181,4243735,COCCNC(=O)c1csc2c1CCCC2,0
28,42435,4257342,CNC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(C(C)C)c1=N,1
29,239863,56317957,Cc1ccccc1SCC(=O)OCC(=O)N(C)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,0
30,66260,49816966,COc1ccc(S(=O)(=O)NCC2CCCN(Cc3ccc(O)cc3)C2)cc1,1
31,71373,26724386,CCCCNC(=S)Nc1cc(S(=O)(=O)N2CCCCC2)ccc1C,0
32,42360,26669711,Cc1sc2nc(COC(=O)c3ccc(O)cc3)[nH]c(=O)c2c1C,0
33,187252,17515625,O=C(Cc1ccccc1)N1CCN=C1SCc1ccc([N+](=O)[O-])cc1,1
34,252416,22404994,Cc1ccc(S(=O)(=O)c2nc(-c3ccco3)oc2NCC2CCCO2)cc1,0
35,114064,14732366,CCc1ccc(OP(C)(=O)O)cc1.N,0
36,112892,49714658,CCCCSCCCNC(=O)c1cn(CC)c2ccc(S(=O)(=O)N3CCOCC3)cc2c1=O,0
37,181059,49819485,O=[N+]([O-])c1ccccc1S(=O)(=O)N1CCN(C2CCN(Cc3ccccc3)CC2)CC1,1
38,94693,49674086,CC(C)c1cccc(C(C)C)c1NC(=O)CN1CCCC1,0
39,230292,24835968,COc1ccc(-c2[nH]ncc2-c2cscn2)c(O)c1,0
40,286061,49818133,CC(=O)c1cccc(OCc2cc(C(=O)NC3CCN(Cc4ccccc4)CC3)no2)c1,1
41,145853,863380,O=C(Nc1cccc(Cl)c1)N(CCCN1CCOCC1)Cc1ccccc1F,1
42,89864,22402794,O=C1NC2(CCc3ccccc3C2)C(=O)N1CCOc1cccc(Cl)c1,1
43,293347,17413618,Cc1cccc(Oc2coc3cc(OC(=O)c4cccs4)ccc3c2=O)c1,0
44,103611,49644664,O=C(CN1CCCCCC1)Nc1ccc([N+](=O)[O-])cc1Cl,0
45,20146,17517165,CCN(CC)S(=O)(=O)c1ccc(N/N=C2/CCCc3ccccc32)c([N+](=O)[O-])c1,0
46,165292,17415527,CCOc1ccccc1C(=O)N/N=C/c1cccc2cccnc12,0
47,262189,17505216,CCOC(=O)c1ccc(N/C(=N/S(=O)(=O)c2ccccc2)c2ccccc2)cc1,0
48,298148,49673053,CC(=O)c1ccc(OC(=O)c2nc(-c3ccccc3)oc2C)cc1,0
49,117295,24791833,COc1ccc(N(C(=O)c2cccc([N+](=O)[O-])c2)S(=O)(=O)c2cccs2)cc1,0
50,218204,49675355,CCN1CCN(c2nc(-c3ccccc3)c3ccccc3n2)CC1,1
51,209345,50085660,COc1ccc(CCNC(=O)c2cc3c(=O)n4ccccc4nc3n(C3CCCCC3)c2=N)cc1OC,1
52,95006,7968304,COc1ccc(C(=O)N2CCN(c3c(C)cccc3C)CC2)cc1OC,1
53,34295,49674781,Cc1ccc(S(=O)(=O)Nc2ccc(N3CCOCC3)cc2)cc1C,0
54,282024,47195452,N=c1c2ccccc2nc2n1CCCCCCCCCCC2,1
55,285420,22414369,Cc1nn(Cc2ccccc2)c(C)c1NC(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1
56,50877,49724760,COc1cc(Br)c(-c2sc(Nc3ccccc3)n[n+]2-c2ccccc2)cc1OC.[Cl-],1
57,297796,861310,Cn1c(=O)c2c(nc(SCCN3CCCCC3)n2Cc2ccccc2)n(C)c1=O,1
58,124029,49716753,CCOC(=O)C1CCN(S(=O)(=O)c2ccc3c(c2)CC(=O)N3)CC1,0
59,18941,56316647,COc1ccc(C(=O)NNC(=O)COc2ccc(Cl)cc2C)cc1S(=O)(=O)N1CCOCC1,1
60,240763,22412411,Cc1ccccc1-n1c(O)c(/C=N/c2nccs2)c(=O)[nH]c1=O,0
61,254444,14738776,CC(=O)N1c2ccc3ccccc3c2C(C)CC12CCCCC2,0
62,27509,7971405,Cn1c(=O)c2c(nc(CN3CCN(C(=O)c4ccco4)CC3)n2CCCc2ccccc2)n(C)c1=O,1
63,261841,24821471,CCN(CC)CCNC(=O)c1[nH]c2ccc(OCc3ccccc3)cc2c1C,1
64,59904,11533008,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1.Cl,0
65,112277,864096,COc1cccc(-c2nnc(SCc3ccc(C#N)cc3)n2Cc2ccco2)c1,1
66,184850,47196332,CCC(C(=O)Nc1ccc([N+](=O)[O-])cn1)c1ccccc1,1
67,240816,49733637,COc1ccccc1/C=C/C(=O)NCC(=O)N/N=C(/C)c1ccco1,0
68,77177,24826896,O=C(Cn1cnc2ccccc21)Nc1ccc(F)c(F)c1,0
69,144828,24827865,CC1CCN(C(=O)COC(=O)c2ccccc2NC(=O)c2ccco2)CC1,1
70,299672,17512567,Cc1nc2sccn2c(=O)c1Br,0
71,259664,24798500,COc1cc(-c2nc(CN3CCCCC3CCNC(C)=O)c(C)o2)ccc1F,1
72,269923,17508575,COc1ccc2c(c1)C(c1ccc(N3CCOCC3)cc1)=NNC(c1cccnc1)=N2,0
73,3893,26732485,C=C1CCN(C(Cc2ccccc2)C(=O)OC)S(=O)(=O)c2ccc(F)cc21,0
74,245092,17411472,CCn1c(SCc2ccc(Cl)c(Cl)c2)nnc1-c1nn(-c2ccccc2)ccc1=O,1
75,302421,849776,O=C(Cc1ccccc1)Nc1ccc(NC(=O)c2ccco2)nc1,0
76,281262,17514050,O=C(NCCc1nc2ccccc2[nH]1)/C(=C/c1ccco1)NC(=O)c1cccc(Br)c1,1
77,60745,57259264,CCc1ccc(OCC(=O)N2CCN(CC(=O)Nc3ccccc3Cl)CC2)cc1,1
78,91131,24815065,Cc1cc2cc(CNC(=S)NC3CCCCC3)ccc2n1C,0
79,108871,4247534,CCCCCCn1c(CN2CCCC(C)C2)nc2c1c(=O)n(C)c(=O)n2C,1
80,153217,24786208,CCOC(=O)C1(Cc2ccccc2Cl)CCN(C(=O)CCn2ccnc2C)CC1,1
81,182159,24832301,CSc1ccc(CN(C)CC(=O)NCc2ccccc2)cc1,1
82,233998,14743910,O=C(CSc1nnc(-c2ccc(Cl)cc2)n1Cc1ccco1)NCc1ccc2c(c1)OCO2,1
83,231947,46500480,CCc1cccc(N(C)C(N)=Nc2cccc3ccccc23)c1.Cl,0
84,235653,49669278,CCOc1ccc(NC(=O)NCC2CCN(Cc3ccc(F)cc3)CC2)cc1,1
85,75538,47197391,CCOC(=O)C1(Cc2ccc(Cl)cc2)CCN(C(C)Cc2ccc(O)c(OC)c2)CC1,1
86,116181,49676009,NC(=O)NC(=O)CN1C(=O)NC2(CCOc3ccccc32)C1=O,0
87,116834,49674901,Cc1ccccc1C(OCC(O)CN1CCC(C(N)=O)CC1)c1ccccc1,1
88,197584,4251597,O=C(O)c1ccc(Cl)c(NC(=O)C2CCCN2S(=O)(=O)c2cccc3nsnc23)c1,0
89,119390,24799652,CCOC(=O)C1(CCOc2ccccc2)CCN(Cc2ccc(COC)o2)CC1,1
90,116593,14732079,O=C(Nc1ccccc1N1CCN(C(=O)c2ccccc2)CC1)c1cc(Br)ccc1Cl,1
91,136235,17517025,Cc1ccc(C(=O)OCCc2sc[n+](Cc3ccccc3)c2C)cc1.[Cl-],1
92,111028,24786971,Cc1ccc(-c2nc(N)n(C(=O)c3cccs3)n2)cc1,0
93,137784,24801618,CC(C)Cn1c(S(=O)(=O)O)nc2ccccc21,0
94,49849,24799079,CCOC(=O)N1CCC(N2CCCC(C(=O)c3cccc(OC)c3)C2)CC1,1
95,6395,49737400,O=C(C1CC(=O)N(c2ccccc2)C1)N1CCN(c2ccc(F)cc2)CC1,1
96,199953,4259275,CCOC(=O)c1cccc(N2C(=O)c3ccccc3S2(=O)=O)c1,1
97,280586,24800387,OCC1(Cc2ccccc2Cl)CCN(C/C=C/c2ccccc2)CC1,1
98,116754,49825200,Cc1c(C(=O)N2CCN(CCc3ccccn3)CC2)oc2ccc(Cl)cc12,1
99,266706,22414834,CC(C)NS(=O)(=O)c1ccc2c(c1)NCC2,0
100,243754,85148600,COC(=O)C1=C(c2cccc(C#N)c2)C[C@@H]2CC[C@H]1N2C(=O)N1CCc2cc(OC)c(OC)cc2C1,0
101,186889,26667353,CCCC(=O)c1ccc(CP(=O)(OCC)OCC)o1,0
102,95915,49643577,Cc1ccc(CNc2cc(C(=O)O)ccc2Cl)s1,0
103,18464,17406969,Cc1cccc(CSc2nnc(NC(=O)CSc3nnc(C)s3)s2)c1,0
104,5410,7970689,Cc1csc2nc(CNS(=O)(=O)c3ccc(-c4ccccc4)cc3)cn12,0
105,103424,847549,c1ccc(Cn2nnnc2CN2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,1
106,55528,57257273,CC(NC(=O)C1CCN(C(=O)c2ccc(F)cc2)CC1)c1ccc(-n2ccnc2)cc1,1
107,142419,49823272,COc1ccc(CCN(C)Cc2ccc(C(=O)Nc3ccccc3)cc2)cc1OC,1
108,53519,49824217,COc1ccccc1NC(=O)NCCc1ccccc1,0
109,304285,57268446,Cc1cccc(NC(=O)CN2CCN(C(=O)C(C)Oc3ccc(C#N)cc3)CC2)c1C,1
110,230441,7965725,C=CCn1cc(C(=O)NCc2cccnc2)c(=O)c2cc(S(=O)(=O)N(CC)CC)ccc21,1
111,60249,49732698,CN(C)c1ccc(C(=O)N2CCCC(N3CCN(Cc4ccc5c(c4)OCO5)CC3)C2)cc1,1
112,172089,49823936,COc1ccc(/C=N/NC(=O)c2ccccc2OC)cc1COc1ccccc1[N+](=O)[O-],0
113,186068,3715507,Cc1nc(SCC(=O)N2CCOCC2)c2ccsc2n1,0
114,241146,24838075,CN1CCN(c2nnc(-c3cccs3)c3ccccc23)CC1,1
115,243001,57265728,COc1ccc(C2=NN(C(=O)CSc3nnnn3C)C(c3ccco3)C2)cc1,0
116,282979,57266364,COc1ccccc1C(=O)NCC(=O)NCCC(c1ccccc1)c1ccccc1,1
117,50586,49728667,Cn1c(SCC(=O)Nc2ccc(Cl)cc2F)nnc1-c1ccco1,1
118,47926,49822109,CSCCC(NC(=O)c1ccccc1Cl)C(=O)NC1CCN(Cc2ccccc2)CC1,1
119,164090,24811689,O=C(NCc1ccc2c(c1)OCO2)c1cc(-c2ccncc2)nc2ccccc12,1
120,226387,24836372,CC(CCc1ccccc1)NC(=O)CN1CCN(c2ccccc2)CC1,1
121,94516,22416401,CC1CCCN(CCOCCOc2ccccc2-c2ccccc2)C1.O=C(O)C(=O)O,1
122,68486,24809741,CNc1nc(OCC(F)(F)F)nc(OCC(F)(F)F)n1,0
123,306556,17401272,Cc1ccc(CSc2nnc(NC(=O)C3COc4ccccc4O3)s2)cc1,0
124,98390,4246691,CCCCN(CC)S(=O)(=O)c1ccc(C(=O)Nc2nnc(-c3cccs3)o2)cc1,0
125,167237,49674295,O=c1[nH]c(=O)n(Cc2ccccc2)c2nc(-c3ccc(C(F)(F)F)cc3)n(CCO)c12,0
126,71517,49643844,Cc1ccc(NC(=O)c2cccc3ccccc23)cc1,0
127,58594,49729784,CC(C)(C)NC(=O)C(c1ccc(F)cc1)N(CC1CCCO1)C(=O)c1csnn1,0
128,220472,17410368,O=C(Nc1cccn2ncnc12)c1ccc(Cl)cc1Cl,0
129,173701,17410850,Cn1nc(-c2ccccc2)c(C(=O)Nc2ccc(C(F)(F)F)cc2)c1Cl,0
130,119512,22403000,O=C(Nc1ccc(F)cc1)C1CC(=O)n2c(nc3ccccc32)N1,0
131,91727,49717240,CCOc1ccc(NC(=O)C(CC)n2nc(C)c3c(C)n(-c4ccccc4)nc3c2=O)cc1,0
132,66364,49721773,COc1cccc(NC(=O)c2nn(C)c3c2CS(=O)(=O)c2ccccc2-3)c1,0
133,281162,3712349,Cc1cc(C(=O)COC(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)c(C)n1C,0
134,1775,24798319,Cc1ccc(SCCC(=O)NCc2ccncc2)cc1,1
135,128144,4244316,COc1ccc2c(c1)CCc1c(C(=O)NCCCn3ccnc3)noc1-2,1
136,193927,26726103,NS(=O)(=O)c1ccc(-c2ccc(/C=N/Nc3ccc(C(=O)O)cc3)o2)cc1,0
137,89136,57261250,CN(CC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1)C(=O)c1cc(=O)c2ccccc2o1,0
138,40186,47202263,CCc1ccc(OCCOCCN2CCN(C)CC2)cc1.O=C(O)C(=O)O,0
139,271661,24796497,O=[N+]([O-])c1cccc(NC(=S)NCc2ccncc2)c1,0
140,294032,24840568,CCN1CCc2nc3ccccc3c(C(=O)Nc3ccc(C#N)cc3)c2C1,1
141,140075,14727441,O=C(O)CCCN=CC1=C(O)C(C(=O)c2ccccc2)CCC1=O,0
142,241110,24812137,CCN(CC)CCn1c(=S)[nH]c2ccc(Br)cc2c1=O,1
143,230832,14738035,CC1CCN(CCCNC(=O)c2ccc(CSCc3cccc(Cl)c3)o2)CC1,1
144,158139,49735110,COc1ccc(CNC(=O)OCc2nccnc2C(=O)Nc2ccc(Br)cn2)cc1,0
145,8229,24783895,NC(=O)c1ccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0
146,11106,7978163,Cc1cc(N2CCCN(C)CC2)nc2cc(Cl)ccc12,1
147,202055,49725484,Cc1c(CCOC(=O)c2ccccc2)sc[n+]1CC(=O)c1ccc(Br)cc1.[Br-],1
148,164809,4244492,Cc1n[nH]c(C)c1S(=O)(=O)N1CCc2ccccc21.Cl,0
149,107775,24803341,Cc1cccc(OCc2n(CC(=O)OC3CC(C)CCC3C(C)C)c3ccccc3[n+]2C)c1.[Cl-],1
150,165375,49722302,CCN(CCCNC(=O)Cn1ncc2c([nH]c3ccc(C)cc32)c1=O)Cc1ccccc1,1
151,111958,24809471,O=C(NCCc1ccccc1)C(=O)NCC1CCNCC1,0
152,252277,4245670,COCc1c(C(N)=O)nnn1-c1nonc1N,0
153,299555,56315080,CCOc1ccc(CCNC(=O)COC(=O)c2cc(=O)[nH]c3ccccc23)cc1OCC,0
154,109158,22406260,O=C(Nc1nc2ccc3ccccc3c2s1)c1ccc(N2CCCCC2)c([N+](=O)[O-])c1,0
155,145718,49815900,CCN(CC(=O)N1CCOCC1)S(=O)(=O)c1ccc(Cl)cc1,0
156,145630,24838653,CCOc1ccc(NC(=O)CCNS(=O)(=O)c2ccc3c(c2)c(=O)n(C)c(=O)n3C)cc1,0
157,66519,49716466,Nc1nonc1-n1nnc(C(=O)N/N=C/c2cccc(Cl)c2)c1CN1CCCCCC1,0
158,138137,22416312,O=C(NC(c1ccccc1)c1ccccc1)C1CCCC1,0
159,102980,49680256,COc1ccc2nc(C)cc(NCc3ccc(F)cc3)c2c1,1
160,144471,24803226,Cc1ccn(CCC(=O)O)n1,0
161,112751,14728384,CCn1cnc2cc(NCc3nc4ccccc4n3Cc3ccccc3)ccc21,1
162,59019,14733292,COc1ccc(N(CC(=O)NC2CCCCC2)S(=O)(=O)c2c(C)[nH]c(=O)[nH]c2=O)cc1,0
163,196490,51086714,CCOC(=O)C(=O)NCC(c1ccco1)S(=O)(=O)c1cccs1,0
164,13999,4243284,CCCCN(C)S(=O)(=O)c1cc(Br)cc2c1N(C(=O)C1CC1)CC2,1
165,189175,26725150,NCCCC[C@H]1CNC(=S)N1CC1(c2ccccc2)CC1,0
166,24502,859686,O=C(CN1CCN(C(=O)c2ccccc2)CC1)Nc1ccc(Br)cn1,1
167,305232,24809769,CC1=CC(C)(C)N=C(Nc2nc(C)c3cc(C)cc(C)c3n2)N1,1
168,35888,22403090,CCN(C(=O)COc1ccc(C)nc1[N+](=O)[O-])C1CCS(=O)(=O)C1,0
169,174796,49721744,CCOCCCN(C)C1CCN(C(=O)c2oc3ccccc3c2NC(=O)COc2ccc(F)cc2)CC1,1
170,117734,47204014,CN(C)CCn1c(NCc2ccc3c(c2)OCO3)nc2ccccc21.Cl,1
171,260154,49734807,CCC(Cc1ccccc1)NC(=O)Cn1cccc1C(=O)c1ccccc1,0
172,216238,49826184,Cc1ccc(OCc2cc(C(=O)N3CCC(Oc4cccnc4)CC3)no2)cc1C,1
173,110096,24791861,O=C(COC(=O)CCN1C(=O)/C(=C\C=C\c2ccccc2)SC1=S)Nc1cc(F)ccc1F,0
174,276245,24790164,O=C(CN1CCN(c2ncccn2)CC1)N1CCCC1.O=C(O)C(=O)O,0
175,242849,49713981,CCCCC[C@H]1CN(Cc2ccccc2)C(=O)[C@@H]1CC(=O)NCc1ccccc1,1
176,33212,49819388,CN1CCN(c2ccccc2NC(=O)c2ccc([N+](=O)[O-])o2)CC1,1
177,162631,862297,CCN(CC)CCNc1nc(-c2ccco2)c2c(c1C#N)CC(C)(C)OC2,1
178,130665,17403149,COCCCNC(NC(=O)c1ccc(Cl)cc1)C(Cl)(Cl)Cl,0
179,54164,24831373,CC(=O)c1ccc(OCC(=O)Nc2ccc3c(c2)CCC3)cc1,0
180,272102,24801190,CC(C)NC(=O)CC(=O)N/N=C/c1c(F)cccc1Cl,0
181,103880,4241297,CCCCn1c(SCC(=O)Nc2cc(C)on2)nc2ccsc2c1=O,0
182,134553,14747139,Cc1cc(NC(=O)CN2C(=O)NC(C)(c3ccccc3)C2=O)no1,1
183,63581,24799406,Cc1ccc(CN2CCN(Cc3ccccc3)C(CCO)C2)s1,1
184,81364,17505078,Cc1cc(C)nc(-n2ncc3c2CC(c2ccccc2)CC3=O)n1,0
185,303024,17412889,Cc1ccc(-c2cnc(SCC(=O)N3CCCc4ccccc43)n2C)cc1,1
186,67917,14723250,CC1CC(NS(=O)(=O)c2cccs2)CC(C)(C)C1,0
187,98921,14737748,C=CCn1c(O)c(N=NC(=S)Nc2ccc(C)cc2)c2ccccc21,0
188,5714,49729233,CCOC(=O)c1cccc(OCC(O)CNCCOc2ccccc2F)c1,1
189,189659,49726911,CCCCn1c(SCC(=O)N2CCOCC2)nc2ccccc2c1=O,1
190,259697,17512066,CCCOc1ccc(Cc2c(Cl)nc(SC)nc2OC)cc1,0
191,121392,49646174,Cc1ccccc1NC(=O)Cn1nc(C)c2ccccc2c1=O,0
192,199991,49717035,CCC1CCCCN1CCCNC(=O)c1ccc(/C=C2/Sc3ccccc3NC2=O)cc1,1
193,111347,4265164,CCCn1c(=NC(=O)c2ccco2)c(C(=O)OCC)cc2c(=O)n3ccccc3nc21,1
194,209194,26666729,COc1ccccc1-n1c(-c2cc(-c3ccco3)[nH]n2)n[nH]c1=S,0
195,11338,24819048,CC1CCC(C(C)C)C(OC(=O)Cn2c(COc3ccccc3)[n+](C)c3ccccc32)C1.[Cl-],1
196,257146,24797984,COc1ccccc1C(=O)C1CCCN(Cc2cccc3nccnc23)C1,1
197,298277,22416405,CCN1CCN(C(=O)/C=C/c2ccc([N+](=O)[O-])cc2)CC1,1
198,226683,24841486,O=C(NCc1ccccc1)C1=C[C@@H](c2csc3ccccc23)C[C@@H](OCCCCO)O1,1
199,149862,49644636,Cc1ccc(C)c(NC(=O)CCN2CCN(CCO)CC2)c1.Cl,0
200,162972,57261231,O=C(c1ccc(Cl)c(S(=O)(=O)N2CCCCCC2)c1)N1CCN(c2ccc(O)cc2)CC1,1
201,8634,24799952,OCC1(Cc2ccccc2)CCN(Cc2ccc(-c3ccco3)cc2)CC1,1
202,98689,26659873,CCOCCCn1c(=NC(=O)c2cccs2)c(C#N)cc2c(=O)n3ccccc3nc21,1
203,230880,7965729,COc1ccc(N2Cc3ccccc3C2)cc1Cl,1
204,79160,858429,CCCCCCn1c(O)c(C=NCCN2CCCCC2)c(=O)[nH]c1=O,1
205,155670,22405602,COc1cc(C(=O)OCC(=O)Nc2ccc(SC(F)F)cc2)cc(OC)c1OC,1
206,117027,860261,CCc1c(C)nc(SC)n(CC#N)c1=O,0
207,51909,46500353,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,0
208,146688,49669701,CCCCNC(=O)CCc1nc2cccnc2n1Cc1ccccc1,1
209,67937,57260224,Cc1ccc(NC(=O)CSc2nnc(C)n2C2CC2)cc1S(=O)(=O)N1CCOCC1,0
210,141418,17517459,O=C(CCNC(=O)c1ccccc1Cl)Nc1nc(-c2ccc(F)cc2)cs1,0
211,111186,24812088,Cc1ccc(C)c(N2CCN(CCCNC(=O)Cn3cccc3C(=O)c3ccccc3)CC2)c1,1
212,84345,860846,COC(=O)c1[nH]c2ccc(Cl)cc2c1NC(=O)CCN1CCN(C2CCCCC2)CC1,1
213,72191,47202437,CN(CCO)S(=O)(=O)c1ccc2c(c1)C(=O)c1cc(S(=O)(=O)N(C)CCO)ccc1-2,0
214,282713,49645075,COc1ccccc1N=NC1C(=O)N(C(N)=S)N=C1C,0
215,301929,24831832,C/C(=N\NC(=O)c1cc(-c2ccncc2)nc2ccccc12)c1ccc(OC(F)F)cc1,1
216,243145,49815804,Cn1c(=O)oc2cc(S(=O)(=O)NCc3ccc(Cl)cc3)ccc21,0
217,124567,49669114,CCCCN(CC)CCNC(=O)c1cc2cc3ccc(Cl)cc3nc2o1,1
218,90873,14732815,CCC1CCCN1Cn1cnc2c([nH]c3ccc(Cl)cc32)c1=O,1
219,129218,24797575,COc1ccc(NC(=O)Nc2ccc(N3CCOCC3)c3nonc23)c(OC)c1,0
220,222945,24816493,CCOc1ccccc1NC(=O)CSc1nnc2ccc(-c3ccncc3)nn12,1
221,11344,49732715,COc1cc(CN2CCC(n3nccc3NC(=O)C3CCOC3)CC2)ccc1F,0
222,212741,7968963,COc1ccc(-c2csc(N3CCN(C(=O)c4ccco4)CC3)n2)cc1,0
223,240132,56463366,NC(=O)OCC(O)COc1ccc(Cl)cc1,0
224,145317,49717400,CC1CCN(CCCNC(=O)CN2C(=O)CSc3ccc(S(=O)(=O)N4CCC(C)CC4)cc32)CC1,1
225,160456,24800552,COc1ccc(C(=O)C2CCCN(Cc3cccn3-c3ccccn3)C2)c(OC)c1,1
226,124196,49649688,CCN(CC)CCNC(=O)CCc1c(C)nc2c(c(C)nn2-c2ccc(C)c(C)c2)c1C,1
227,10821,17516236,Cc1c(Cl)cccc1NC(=S)NC1CCN(Cc2ccccc2)CC1,0
228,134477,17512166,CCCCOc1ccc(CSC2=NCCN2)cc1[N+](=O)[O-].Cl,1
229,86909,16952404,CCOC(=O)c1sc(/N=C/c2c(C)[nH]n(-c3ccccc3)c2=O)c(C#N)c1C,0
230,157795,24818622,O=Cc1cn(CC(=O)N2CCc3ccccc32)c2ccccc12,0
231,76020,51087705,CC(=O)N1CCc2c(sc(NC(=O)CCS(=O)(=O)c3ccc(C)cc3)c2C(N)=O)C1,0
232,201123,24818792,COC(=O)c1cc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc([N+](=O)[O-])c1,1
233,301229,14721295,C/C(=C\c1ccccc1)CN1CCC(C(=O)N2CCC(C)CC2)CC1.O=C(O)C(=O)O,1
234,82059,49726703,O=C(NCCCn1ccnc1)/C(=C/c1ccc(Cl)cc1)NC(=O)c1ccccc1,1
235,172219,49721488,O=C(CCn1c(=O)c2cccn2c2cccnc21)N1CCN(c2cccc(Cl)c2)CC1,1
236,60846,7973519,COc1cc(OC)c(CN2CCN(c3ccc(F)cc3)CC2)cc1Br,1
237,193934,24782257,COc1ccc(Cn2nnnc2C(c2ccc3ncccc3c2)N2CCN(C3CCCCC3)CC2)cc1,1
238,173021,7977880,O=C(CN(C1CCCCC1)S(=O)(=O)c1ccc(Cl)cc1)NCc1cccnc1,1
239,211897,49726704,COC(=O)c1ccc(NC(=O)CSc2nncn2-c2cccnc2)cc1,0
240,80833,17432214,C/C(=N\NC(=O)c1ccc(Cl)c(Cl)c1)c1ccc(Br)s1,0
241,153473,47197435,CCOc1ccccc1CN1CCN(Cc2ccc3cc(F)ccc3n2)CC1CCO,1
242,17015,49667213,Nc1nc(-c2ccc3c(c2)CCCC3)c(CC(=O)O)s1,0
243,97951,864740,COCCN1CCn2c(nc3cc(NC(=O)c4ccc(OC)cc4)ccc32)C1,0
244,298871,852959,CCC(=O)Nc1ccc(NC(=O)c2ccccn2)cn1,0
245,301533,22408397,CC(C(=O)Nc1cccc([N+](=O)[O-])c1)N1CCN(C/C=C/c2ccccc2)CC1,1
246,97469,24799120,COc1ccc(CNCc2cn(-c3cccc(F)c3)nc2-c2ccc(C)o2)cc1,1
247,224724,51087238,CN(C)CCCn1c2c(c(SCC(=O)Nc3ccc4c(c3)OCO4)nc1=O)CCC2,0
248,53852,14734224,CCC1CCCCN1C(=O)CSc1nc2ccsc2c(=O)n1Cc1ccccc1,1
249,90786,22412743,CN(C)CCCOc1ccc2c(c1)Sc1ccccc1CC2=O.Cl,1
250,2648,49734371,CC(=O)N1CCc2cc(S(=O)(=O)CCC(=O)N3CCN(c4ccccc4F)CC3)ccc21,0
